,cum_return,max_drawdown,sharpe_ratio,win_rate
012224,-0.42461846098816214,-0.6555267358339972,-5.204463873607058,0.4666666666666667
012322,-0.4060058768144347,-0.4760556544248499,-5.796143732595475,0.42857142857142855
012457,-0.5402851117281194,-0.6073955945380234,-8.582889993058007,0.375
012478,-0.32842836407241305,-0.4590310115921904,-3.7019817033882685,0.6428571428571429
012536,-0.2689912637577895,-0.6193841982958934,-1.9009598809791992,0.5789473684210527
012617,-0.46157532675441737,-0.7706239206482758,-2.5026133251486056,0.6842105263157895
012651,0.24415012612722475,-0.5509690644800611,2.796656227695172,0.6111111111111112
012697,-0.28579611131339133,-0.5855980956159506,-2.1444685425660603,0.631578947368421
012734,-0.16689774070554075,-0.42785248741853055,-2.8299946037854817,0.4666666666666667
012800,-0.040475067405920995,-0.6182623677085897,0.7746234879653314,0.65
013153,-0.10977518965711841,-0.5839368005266616,-0.28358728883929957,0.7619047619047619
013239,-0.14487396786813833,-0.45159386068477214,-2.1683185394753033,0.6153846153846154
013370,-0.08129488034223065,-0.45106266532883443,-0.8429238101949367,0.5714285714285714
013722,0.20734603945640528,-0.4862621071357953,2.6367761365706865,0.65
014037,-0.12488042374020358,-0.5029785544082626,-1.4479481568356007,0.6
014130,-0.35625874245787825,-0.48725174449812136,-5.402247369384395,0.46153846153846156
014143,0.07843178753517166,-0.6133869150628926,1.4781677744185162,0.6842105263157895
014243,-0.2481663456125065,-0.483874743927422,-2.385175457405918,0.5
014262,-0.11553267939928036,-0.4915238450074533,-0.9128327930961847,0.6842105263157895
014318,0.0954802403536068,-0.30632242672119636,2.3772562659742866,0.5625
014320,0.13758097039560635,-0.45591598204455075,2.103331140089873,0.631578947368421
014332,-0.3446374403314434,-0.5015000000000033,-5.685784196280329,0.5333333333333333
014417,-0.09294726404014919,-0.5062142434405221,-1.179172205508458,0.7058823529411765
014419,0.04854710469009604,-0.5479561316051818,1.1355515881631002,0.5789473684210527
014544,-0.19954494208618778,-0.46358301691405013,-1.5665603019175096,0.5789473684210527
014581,-0.2577712190904069,-0.6420470136284637,-2.2090115404475856,0.5
014601,0.0031682247150588427,-0.48341978510559536,0.5742153282872492,0.631578947368421
014642,-0.12433238892918907,-0.5028365275002337,-0.4825031688125004,0.7307692307692307
014728,0.12884504391244245,-0.39552501761804226,2.9045687524863335,0.5882352941176471
014916,-0.09847896633948205,-0.5332159733160393,-0.2531934804654364,0.7142857142857143
014939,0.450231976163187,-0.42586750788643757,3.6430150687254255,0.75
015044,0.0617578555720677,-0.4439283986453797,1.4168219047861417,0.625
015097,0.0909837643090079,-0.4860761617178334,1.6398423410812082,0.6666666666666666
015144,0.3566779729116887,-0.4575562432048178,4.616599892476248,0.8
015152,0.131944596395005,-0.392389199042954,2.0087310215261813,0.631578947368421
015271,0.1756832750227746,-0.36154417223459423,2.986955355896152,0.5555555555555556
015290,0.2907157529160682,-0.28846515123050964,5.781394304348804,0.6923076923076923
015369,0.345573471877884,-0.37487145928765075,7.267054243176477,0.8461538461538461
015389,0.6445221156061491,-0.3072331736432895,8.50276939967233,0.7
015456,-0.04010420911596946,-0.5352277630524549,-0.09472316159447516,0.5882352941176471
015576,-0.05896704648349338,-0.557166010650612,0.05973370376222162,0.6
015608,-0.3925989606585272,-0.5854049719326385,-7.471217518571804,0.5
015642,-0.016051157353918932,-0.41965057948451745,0.09827371306412984,0.5384615384615384
015683,-0.17579463864473854,-0.4496841008272,-2.32904655351982,0.5333333333333333
015686,0.07257567857574365,-0.5196195005945297,1.578824147852708,0.5333333333333333
015690,0.05123535333666829,-0.3869218500797451,1.4371205031073668,0.8571428571428571
015692,0.014361127915266891,-0.4033882783882782,0.7485396812478882,0.75
015715,-0.07870173943884096,-0.39980276134122295,-0.48730746987094353,0.7333333333333333
015751,0.27280175541452145,-0.3038655077767608,4.375845855933391,0.7647058823529411
015849,0.04850472156901464,-0.5158418829209414,1.286760520209468,0.6
015857,0.06580931138488233,-0.3044938271604929,2.125459580659026,0.6666666666666666
015881,-0.046227914358592526,-0.34560015254075627,-0.8276045400142505,0.6666666666666666
015916,0.36667594643759416,-0.39896881905229575,4.953822184928673,0.5714285714285714
015968,0.23416856558981092,-0.451975875416329,4.1708185671626685,0.7647058823529411
016068,-0.1516623084629969,-0.5649796161877285,-1.0801578497588067,0.5714285714285714
016076,-0.32795293741344356,-0.5572627014798768,-4.4433415205917415,0.6363636363636364
016234,0.23148313153943145,-0.3332902892561985,3.7669049569094857,0.5555555555555556
016244,-0.0422743418864755,-0.4517530716212178,-0.3185671532210084,0.6666666666666666
016251,-0.15572643369074468,-0.4998068006182367,-2.515988884728335,0.5384615384615384
016371,-0.34451493251838305,-0.5806902054657871,-3.5648437995660327,0.6666666666666666
016373,-0.3002168318039854,-0.3725756400310306,-3.9317455158861363,0.6153846153846154
016461,0.03146812905778229,-0.33485609867519406,1.070476507677776,0.5714285714285714
016463,-0.08620549862924098,-0.5952637244348753,-0.06477404659480701,0.6
016531,-0.060791114857157824,-0.4672377251854467,-0.0740593315998549,0.3333333333333333
016919,0.26901380508362016,-0.4940011426394978,3.701729589256813,0.8421052631578947
016971,0.024917068735851977,-0.4979726305119091,1.1080047865020854,0.6153846153846154
017076,0.29776026839253267,-0.4023006870107054,4.7004867939029085,0.7333333333333333
017103,0.3586322470362384,-0.4165393258426976,5.747723999223252,0.8181818181818182
017290,0.12966273866531552,-0.4025278979731276,2.6833028740674467,0.5333333333333333
017366,-0.1140271000628903,-0.4728192161820475,-1.8892111358345605,0.5333333333333333
017461,-0.15916587490146328,-0.39260176791847345,-1.9801202588841795,0.5
017470,0.09544411671523911,-0.4628935532233883,2.1879541110006797,0.7333333333333333
017484,0.00800418217295773,-0.49245602414072154,0.672675096247501,0.6428571428571429
017489,-0.1499242178526946,-0.4514553990610336,-2.959718095347925,0.5
017491,0.2938387909604798,-0.38601843437621763,5.550061704403334,0.7777777777777778
017511,-0.1463596528679726,-0.46633237822349616,-2.8909372129515574,0.5
017513,-0.21977742337722672,-0.42203491872365984,-4.078201471900849,0.4444444444444444
017516,-0.22779167246210896,-0.43318689364817864,-4.237921582508549,0.4444444444444444
017518,-0.2439757807971814,-0.42073067119796137,-5.025508909692819,0.4444444444444444
017520,-0.23985788061294144,-0.44171007724088396,-4.319194486504979,0.4444444444444444
017522,-0.22325886329519495,-0.4319180087847724,-3.8913326261433214,0.4444444444444444
017524,-0.20165018080671349,-0.44321506949524525,-3.508268978258622,0.5555555555555556
017526,-0.24557365889759486,-0.4377567422754054,-4.483287895352389,0.4444444444444444
017528,-0.22718375676330116,-0.43741209563994343,-3.9037638258566174,0.4444444444444444
017560,0.18295291245869727,-0.45513086830078797,3.6239638985699556,0.7333333333333333
017612,-0.0026193467117995306,-0.5130039011703511,0.7055003597816389,0.6428571428571429
017745,0.21972540637309956,-0.4963336388634281,3.879540657716091,0.7333333333333333
017747,0.14583511841740981,-0.3890228610012537,3.5666519898750475,0.6
017836,0.01626232732914934,-0.24778216952129994,1.0494136561969267,0.75
017854,-0.28838272384409547,-0.4877864327308483,-8.751097675655743,0.4444444444444444
017968,-0.0539013973014677,-0.4734453018610979,0.0014674336174871955,0.5
018082,-0.007456223119530092,-0.42105263157894757,0.32926667793633846,0.6363636363636364
018113,-0.117233946173673,-0.4326527382082934,-2.1130218642486023,0.5555555555555556
018115,-0.17808748212364034,-0.42331391913564453,-3.694231654666762,0.5
018121,-0.17271188797360326,-0.44011029113616007,-3.305642389157992,0.5
018123,0.340846549669787,-0.4904702614692079,4.65657882227875,0.7692307692307693
018125,-0.07241961270441499,-0.4461624292659607,-0.7263358805037669,0.4444444444444444
018129,-0.1589135498871761,-0.43083448753462694,-3.121180712134235,0.5
018216,-0.21104858340959287,-0.5758054867105377,-3.4009136771151116,0.5
018227,0.07174463324524538,-0.2672949863972012,2.5268454297288194,0.5833333333333334
018241,0.21438543547278632,-0.3212574850299398,4.592152029872229,0.6
018288,0.3867206057707824,-0.32579361227065307,7.115956936528989,0.8
018326,-0.15254570410562518,-0.518026389146999,-2.6819404677381344,0.6
018359,-0.0367727330713612,-0.3767971246006384,-0.5100726657492111,0.6363636363636364
018495,0.13313670556714308,-0.4467348665487262,2.8277416428776836,0.75
018731,0.09472437378404863,-0.20714160379013846,5.6260303729561025,0.75
018836,0.20723588346266708,-0.16747976812259668,10.640980104737132,0.7142857142857143
018933,0.25718827313048154,-0.43525969275786414,4.609773908669905,0.6363636363636364
018957,0.6417410780261059,-0.32440275340801683,13.523617831905712,0.7
018986,0.12963478874163537,-0.20129999999999926,5.820389549891063,0.6
018994,0.1445441715026332,-0.22232962783953647,9.05590453544039,0.6666666666666666
019018,0.19564380853513308,-0.23352483947279512,6.457758854442821,0.7
019024,0.26375519392629543,-0.22388059701492546,8.896576328585555,0.7
019053,0.36303460982091473,-0.28104138851802474,9.87482183646495,0.8333333333333334
019170,-0.0825664034082535,-0.28795912465053497,-2.693037938016943,0.6
019190,-0.01400992325443351,-0.23059163059163013,-0.2572319631815125,0.5
019213,0.227615791539441,-0.3519972686923867,5.45421071375153,0.75
019331,0.008887362499991669,-0.27903820050416894,0.6397343061195534,0.6363636363636364
019348,0.2316317082120447,-0.2189472355465788,8.841465327353047,0.7142857142857143
019416,0.27994534851003006,-0.2538999999999999,7.560950173776557,0.5555555555555556
019458,0.25033849860186597,-0.2997350083423298,5.051394029460616,0.7272727272727273
019514,0.0850956641154712,-0.16049791432165783,11.309015965616481,0.5555555555555556
019671,0.2995026274224257,-0.3659788725441804,5.517713449556685,0.6666666666666666
019703,0.4392774514747062,-0.21198156682027647,24.813874110811984,0.9090909090909091
019786,0.3869608457344813,-0.2895078366776477,15.613031492462104,0.8461538461538461
019830,0.04478841834813041,-0.23194032123011377,3.8362604109418457,0.6666666666666666
019865,0.08390977653543019,-0.23448240219132777,3.915300099842756,0.6
019924,0.0015798784851128733,-0.19240000000000046,0.4095018599231417,0.4
019994,0.1267365511045977,-0.2990654205607489,4.387449083457158,0.625
020227,0.38984052165097394,-0.2759853072570241,12.371961260260452,0.8181818181818182
020398,0.9050586096998734,-0.24765571019642652,12.893349926263443,0.8888888888888888
020477,0.2506498085953761,-0.18227200779252406,16.323490010525262,0.8571428571428571
020592,0.07716585506580742,-0.27778248707298436,3.3775603671841727,0.625
020629,0.3007350493767993,-0.1833638653537898,12.648654110300873,0.7777777777777778
020635,0.653571483536133,-0.1858843150633006,13.393279662360326,0.875
020662,0.3174244140294038,-0.3119411881581564,6.9951790776222404,0.8
020671,0.18241551664795663,-0.18261363636363614,8.04797648761764,0.75
020692,0.19213674431761563,-0.29669730487614787,6.1734781216482215,0.6666666666666666
020829,0.18852392516999839,-0.2803748501689003,11.66295032603694,0.8
020900,0.2958718940280627,-0.3020904082710748,8.967237608132645,0.8
021031,0.5795474046570255,-0.1932363788184539,13.203512321534577,0.75
021091,0.002219025260057572,-0.2546401823510259,0.5675986475133961,0.75
021173,0.12982108710124174,-0.27072104139123354,8.943533818812798,0.75
021225,0.10757861818840797,-0.17924372976236236,7.592101487333451,0.8
021299,0.13013217102954444,-0.27552006510350435,7.510764393955736,0.6666666666666666
021475,0.12653593372648198,-0.18388929175731217,9.08545325185897,0.8
021490,0.21643514941482622,-0.3007161963931315,9.86895025790443,0.8333333333333334
021500,0.06404809779279197,-0.3076511503477791,3.3580820939614013,0.4
021523,-0.10059309820650675,-0.37846153846153885,-2.6745666563426616,0.5
021528,-0.09504726594209623,-0.39054545454545486,-2.399931285610601,0.5
021608,0.24322642132974304,-0.18427256398742675,13.145020880429072,0.8333333333333334
021934,0.23904695601925363,-0.25421576236506005,14.257658506133913,0.8571428571428571
167507,-0.1896993881111284,-0.5263689761889754,-1.0419850339374088,0.5454545454545454
519771,0.38801552394497874,-0.16526712912255082,6.649528277301492,0.8421052631578947
