,cum_return,max_drawdown,sharpe_ratio,win_rate
001407,,,,
001724,,,,
002052,,,,
002112,,,,
002163,,,,
002170,,,,
002580,,,,
002771,,,,
005118,,,,
005312,,,,
005551,-0.20470994228948114,-0.6385620145916703,-0.6024347827980248,0.6551724137931034
005959,1.344739227742072,-0.34942981838659715,6.500018789807108,0.6829268292682927
005963,-0.09040987477147211,-0.5742183184178562,0.14582858661182485,0.65625
006503,0.28737010161998744,-0.5384679817397511,2.279305211525198,0.7575757575757576
006523,0.39112863625747396,-0.5561458584882892,2.9341338906503824,0.7058823529411765
006888,-0.28585088276100423,-0.6192476150476985,-0.528239321169707,0.6785714285714286
007114,-0.27147717429020546,-0.6322101656196473,-1.751620993783935,0.5555555555555556
007356,0.48763363577232277,-0.4793106186958932,2.95465270484005,0.7222222222222222
007509,0.7688740241935579,-0.2731958762886605,6.894125053713171,0.7941176470588235
007771,-0.45751096646054445,-0.7656612529002329,-2.2566628289800414,0.56
007818,0.11775669742874517,-0.44363248839156477,1.4198345350188837,0.6206896551724138
008021,-0.40725428617247106,-0.5315517241379331,-4.188199569103297,0.5217391304347826
008087,-0.09896516435334313,-0.5052269601100405,-0.1567549770858548,0.5384615384615384
008327,0.055932975225252646,-0.42382094324540454,1.043118919552512,0.5925925925925926
008586,-0.4023235641628453,-0.4582350628930807,-5.161781600332322,0.42857142857142855
008843,-0.367021230848255,-0.6706325932132401,-3.1327776292425584,0.52
008989,0.07461541847390163,-0.4860040139431733,1.273483147403089,0.7692307692307693
009009,-0.04936211986756578,-0.6130952380952398,0.5326891898444666,0.7333333333333333
009063,0.1457888722334475,-0.5978346560151353,1.7223126588119928,0.72
009239,-0.3621843151310382,-0.47184543485694597,-4.591181443880634,0.4
009492,0.10532195315561843,-0.5509838998211112,1.4032144421819646,0.7241379310344828
009645,-0.3409950997208966,-0.6711828875344533,-2.0334632383912004,0.5714285714285714
009708,0.1778771039432001,-0.4053606295485441,2.083533923384187,0.76
009856,-0.20038914004552555,-0.5762201794703454,-0.5892154103735826,0.6875
010034,-0.17679652042203742,-0.5340603890290543,-1.0210075821210565,0.6666666666666666
010052,-0.42752418683996585,-0.6397278911564626,-3.6840450337996695,0.6111111111111112
010238,-0.29296700469729187,-0.7166469018677721,-1.6897921216995888,0.64
010392,-0.14505267127573873,-0.5362989323843433,-0.4873342834940744,0.7272727272727273
010416,-0.35813969390366873,-0.6425084801853198,-3.526438615461853,0.6111111111111112
010422,-0.18247021964960053,-0.45795566723503944,-1.6089078163670083,0.5
010524,-0.07115257648126372,-0.4314297204906514,-0.016477147705688946,0.5652173913043478
010531,-0.046287687574991576,-0.49043220059386516,0.1898294754081184,0.6190476190476191
010647,-0.16541592561359086,-0.5845804129569979,-0.713546491050275,0.65
011020,-0.4252496199705337,-0.654671562627499,-3.601688716485827,0.5
011036,-0.5173083575315789,-0.5630596702652926,-11.281974729172624,0.2857142857142857
011120,-0.5183249252963265,-0.6753841124550506,-4.832673592186981,0.5454545454545454
011145,-0.009192992972219205,-0.4876719017007082,0.5841709275503824,0.625
011197,-0.46886087852146063,-0.6441318100273831,-4.207651830897973,0.6666666666666666
011223,-0.1594998230354583,-0.6072985427824122,-0.9246604390343011,0.6190476190476191
011270,-0.11180352565501772,-0.5522946769484192,-1.2139379338932348,0.55
011306,-0.191816810882262,-0.5664433277498602,-1.1228324704660129,0.625
011370,-0.25411289886099164,-0.5713676125453394,-1.809698268880716,0.6470588235294118
011372,-0.5950776116891514,-0.700407424173832,-8.436977846591892,0.38461538461538464
011412,0.26082121201387953,-0.4019665027914314,2.754696262277129,0.6818181818181818
011452,-0.15237132732367953,-0.6675523262119079,-0.7428929864267054,0.7
011487,-0.35658626510026803,-0.6100651701665477,-4.533934466529787,0.5
011833,-0.4379588667647507,-0.4839316086294886,-7.976022402660853,0.3333333333333333
011840,-0.312720751585827,-0.4262993467764842,-4.017376178748267,0.5
011892,0.24792501319342053,-0.4096451461622622,3.1560862098304967,0.5882352941176471
012083,-0.23032941407733754,-0.5726700363571873,-2.2847792615604514,0.5
